"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/12/2022","12/12/2022","12/13/2022","SPY","SPY 12/12/2022 Put $393.00","BTO","2","$1.04","($208.00)"
"12/12/2022","12/12/2022","12/13/2022","SPY","SPY 12/12/2022 Put $393.00","BTO","6","$1.04","($624.00)"
"12/9/2022","12/9/2022","12/12/2022","CGC","Option Expiration for CGC 12/9/2022 Call $6.00","OEXP","25S","",""
"12/9/2022","12/9/2022","12/12/2022","COIN","Option Expiration for COIN 12/9/2022 Call $55.00","OEXP","26S","",""
"12/9/2022","12/9/2022","12/12/2022","BABA","BABA 12/16/2022 Call $100.00","STC","4","$1.14","$455.97"
"12/9/2022","12/9/2022","12/12/2022","NFLX","NFLX 12/9/2022 Call $332.50","STC","1","$0.22","$21.98"
"12/9/2022","12/9/2022","12/12/2022","NFLX","NFLX 12/9/2022 Call $332.50","STC","1","$0.23","$22.98"
"12/9/2022","12/9/2022","12/12/2022","DASH","DASH 12/9/2022 Call $55.00","STC","2","$0.34","$67.98"
"12/9/2022","12/9/2022","12/12/2022","LYFT","LYFT 1/20/2023 Call $10.00","STC","1","$1.32","$131.98"
"12/9/2022","12/9/2022","12/12/2022","HUT","HUT 1/20/2023 Call $1.50","STC","15","$0.05","$74.96"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","STC","1","$0.47","$46.98"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","STC","4","$0.47","$187.98"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","STC","4","$0.47","$187.98"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","STC","1","$0.47","$46.98"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","BTO","2","$0.76","($152.00)"
"12/8/2022","12/8/2022","12/9/2022","SPY","SPY 12/8/2022 Put $395.00","BTO","8","$0.76","($608.00)"
"12/8/2022","12/8/2022","12/9/2022","DASH","DASH 12/9/2022 Call $55.00","BTO","1","$0.96","($96.00)"
"12/8/2022","12/8/2022","12/9/2022","DASH","DASH 12/9/2022 Call $55.00","BTO","1","$0.96","($96.00)"
"12/7/2022","12/7/2022","12/8/2022","LYFT","LYFT 1/20/2023 Call $10.00","BTO","1","$1.18","($118.00)"
"12/7/2022","12/7/2022","12/8/2022","SPY","SPY 12/7/2022 Call $396.00","STC","9","$0.26","$233.97"
"12/7/2022","12/7/2022","12/8/2022","SPY","SPY 12/7/2022 Call $396.00","STC","10","$0.26","$259.97"
"12/7/2022","12/7/2022","12/8/2022","SPY","SPY 12/7/2022 Call $396.00","STC","2","$0.26","$51.98"
"12/7/2022","12/7/2022","12/8/2022","SPY","SPY 12/7/2022 Call $396.00","STC","7","$0.26","$181.97"
"12/7/2022","12/7/2022","12/8/2022","SPY","SPY 12/7/2022 Call $396.00","BTO","28","$0.31","($868.00)"
"12/6/2022","12/6/2022","12/6/2022","","ACH Deposit","ACH","","","$1,500.00"
"12/6/2022","12/6/2022","12/7/2022","SPY","SPY 12/6/2022 Call $403.00","STC","5","$0.18","$89.98"
"12/5/2022","12/5/2022","12/6/2022","SPY","Option Expiration for SPY 12/5/2022 Call $407.00","OEXP","120S","",""
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","2","$0.46","($92.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","1","$0.46","($46.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","4","$0.46","($184.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","1","$0.46","($46.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","1","$0.46","($46.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","1","$0.46","($46.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","2","$0.46","($92.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","1","$0.46","($46.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/6/2022 Call $403.00","BTO","5","$1.03","($515.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","13","$0.06","($78.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","50","$0.06","($300.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","1","$0.06","($6.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","1","$0.06","($6.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","3","$0.06","($18.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","9","$0.06","($54.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","3","$0.06","($18.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","20","$0.06","($120.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","1","$0.06","($6.00)"
"12/5/2022","12/5/2022","12/6/2022","SPY","SPY 12/5/2022 Call $407.00","BTO","19","$0.06","($114.00)"
"12/5/2022","12/5/2022","12/6/2022","COIN","COIN 12/9/2022 Call $55.00","BTO","13","$0.24","($312.00)"
"12/5/2022","12/5/2022","12/6/2022","RIVN","RIVN 12/9/2022 Call $35.00","STC","5","$0.04","$19.98"
"12/5/2022","12/5/2022","12/6/2022","RIVN","RIVN 12/9/2022 Call $35.00","STC","8","$0.04","$31.97"
"12/2/2022","12/2/2022","12/5/2022","CGC","CGC 12/9/2022 Call $6.00","BTO","25","$0.08","($200.00)"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Call $410.00","STC","10","$0.02","$19.97"
"12/2/2022","12/2/2022","12/2/2022","","ACH Deposit","ACH","","","$1,500.00"
"12/2/2022","12/2/2022","12/5/2022","RIVN","RIVN 12/9/2022 Call $35.00","BTO","13","$0.15","($195.00)"
"12/2/2022","12/2/2022","12/5/2022","HUT","HUT 1/20/2023 Call $1.50","BTO","6","$0.13","($78.00)"
"12/2/2022","12/2/2022","12/5/2022","HUT","HUT 1/20/2023 Call $1.50","BTO","1","$0.13","($13.00)"
"12/2/2022","12/2/2022","12/5/2022","HUT","HUT 1/20/2023 Call $1.50","BTO","2","$0.13","($26.00)"
"12/2/2022","12/2/2022","12/5/2022","HUT","HUT 1/20/2023 Call $1.50","BTO","6","$0.13","($78.00)"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","STC","1","$0.24","$23.98"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","STC","2","$0.24","$47.98"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","STC","2","$0.24","$47.98"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","STC","4","$0.24","$95.98"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","STC","1","$0.24","$23.98"
"12/2/2022","12/2/2022","12/5/2022","SPY","SPY 12/2/2022 Put $400.00","BTO","10","$0.62","($620.00)"
"12/2/2022","12/2/2022","12/5/2022","BABA","BABA 12/16/2022 Call $100.00","BTO","4","$1.40","($560.00)"
"12/2/2022","12/2/2022","12/2/2022","","ACH Deposit","ACH","","","$2,000.00"
"12/1/2022","12/1/2022","12/2/2022","SPY","SPY 12/2/2022 Call $410.00","BTO","10","$1.56","($1,560.00)"
"12/1/2022","12/1/2022","12/2/2022","SPY","SPY 12/1/2022 Call $407.00","STC","3","$0.95","$284.98"
"12/1/2022","12/1/2022","12/2/2022","NFLX","NFLX 12/9/2022 Call $332.50","BTO","1","$3.11","($311.00)"
"12/1/2022","12/1/2022","12/2/2022","NFLX","NFLX 12/9/2022 Call $332.50","BTO","1","$3.11","($311.00)"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 12/1/2022 Call $407.00","BTO","3","$1.83","($549.00)"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","5","$0.09","$44.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","4","$0.09","$35.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","3","$0.09","$26.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","9","$0.09","$80.97"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","3","$0.09","$26.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","4","$0.09","$35.98"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","STC","7","$0.09","$62.97"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","BTO","20","$0.39","($780.00)"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","BTO","5","$0.75","($375.00)"
"11/30/2022","11/30/2022","12/1/2022","SPY","SPY 11/30/2022 Put $393.00","BTO","10","$2.07","($2,070.00)"
"11/25/2022","11/25/2022","11/28/2022","SPY","SPY 11/25/2022 Call $402.00","STC","40","$0.66","$2,639.84"
"11/25/2022","11/25/2022","11/28/2022","SPY","SPY 11/25/2022 Call $402.00","BTO","20","$0.54","($1,080.00)"
"11/25/2022","11/25/2022","11/28/2022","SPY","SPY 11/25/2022 Call $402.00","BTO","10","$0.90","($900.00)"
"11/25/2022","11/25/2022","11/25/2022","","ACH Deposit","ACH","","","$3,000.00"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/25/2022 Call $402.00","BTO","10","$1.57","($1,570.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","STC","18","$1.83","$3,293.88"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","3","$1.28","($384.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","5","$1.28","($640.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","1","$1.33","($133.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","2","$1.33","($266.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","4","$1.33","($532.00)"
"11/23/2022","11/23/2022","11/25/2022","SPY","SPY 11/23/2022 Call $400.00","BTO","3","$1.33","($399.00)"
"11/22/2022","11/22/2022","11/23/2022","SPY","SPY 11/22/2022 Call $396.00","STC","8","$2.90","$2,319.92"
"11/22/2022","11/22/2022","11/23/2022","SPY","SPY 11/22/2022 Call $396.00","BTO","8","$1.09","($872.00)"
"11/22/2022","11/22/2022","11/22/2022","","ACH Deposit","ACH","","","$1,000.00"
"11/10/2022","11/10/2022","11/10/2022","AAPL","Cash Div: R/D 2022-11-07 P/D 2022-11-10 - 0.034924 shares at 0.23","CDIV","","","$0.01"
"10/28/2022","10/28/2022","10/31/2022","TQQQ","Option Expiration for TQQQ 10/28/2022 Call $23.00","OEXP","2S","",""
"10/28/2022","10/28/2022","10/31/2022","SQQQ","Option Expiration for SQQQ 10/28/2022 Call $54.50","OEXP","2S","",""
"10/25/2022","10/25/2022","10/26/2022","TQQQ","TQQQ 10/28/2022 Call $23.00","BTO","2","$0.73","($146.00)"
"10/25/2022","10/25/2022","10/26/2022","TQQQ","TQQQ 10/28/2022 Put $22.00","STC","2","$0.70","$139.98"
"10/25/2022","10/25/2022","10/26/2022","TQQQ","TQQQ 10/28/2022 Put $22.00","BTO","1","$1.03","($103.00)"
"10/25/2022","10/25/2022","10/26/2022","TQQQ","TQQQ 10/28/2022 Put $22.00","BTO","1","$1.03","($103.00)"
"10/24/2022","10/24/2022","10/25/2022","SQQQ","SQQQ 10/28/2022 Call $54.50","BTO","1","$2.83","($283.00)"
"10/24/2022","10/24/2022","10/25/2022","SQQQ","SQQQ 10/28/2022 Call $54.50","BTO","1","$2.83","($283.00)"
"10/24/2022","10/24/2022","10/25/2022","TQQQ","TQQQ 10/28/2022 Call $20.50","STC","5","$1.00","$499.97"
"10/24/2022","10/24/2022","10/25/2022","TQQQ","TQQQ 10/28/2022 Call $20.50","BTO","5","$1.22","($610.00)"
"10/21/2022","10/21/2022","10/24/2022","TQQQ","TQQQ 10/21/2022 Call $20.00","STC","6","$0.57","$341.98"
"10/21/2022","10/21/2022","10/24/2022","TQQQ","TQQQ 10/21/2022 Call $20.00","STC","6","$0.57","$341.98"
"10/21/2022","10/21/2022","10/24/2022","TQQQ","TQQQ 10/21/2022 Call $20.00","STC","1","$0.57","$56.98"
"10/21/2022","10/21/2022","10/24/2022","TQQQ","TQQQ 10/21/2022 Call $20.00","STC","1","$0.57","$56.98"
"10/20/2022","10/20/2022","10/21/2022","SQQQ","SQQQ 10/21/2022 Call $65.00","STC","1","$0.21","$20.98"
"10/19/2022","10/19/2022","10/20/2022","TQQQ","TQQQ 10/21/2022 Call $20.00","BTO","14","$0.64","($896.00)"
"10/17/2022","10/17/2022","10/18/2022","SPY","SPY 10/17/2022 Put $366.00","STC","3","$2.04","$611.97"
"10/17/2022","10/17/2022","10/18/2022","SPY","SPY 10/17/2022 Put $366.00","BTO","3","$1.78","($534.00)"
"10/14/2022","10/14/2022","10/17/2022","TQQQ","Option Expiration for TQQQ 10/14/2022 Call $19.00","OEXP","2S","",""
"10/14/2022","10/14/2022","10/17/2022","SQQQ","SQQQ 10/21/2022 Call $65.00","BTO","1","$3.57","($357.00)"
"10/13/2022","10/13/2022","10/14/2022","TQQQ","TQQQ 10/14/2022 Call $19.00","STC","2","$0.68","$135.98"
"10/13/2022","10/13/2022","10/14/2022","SPY","SPY 10/14/2022 Put $348.00","STC","3","$2.72","$815.97"
"10/13/2022","10/13/2022","10/14/2022","SPY","SPY 10/14/2022 Put $348.00","BTO","3","$3.21","($963.00)"
"10/12/2022","10/12/2022","10/13/2022","SPY","SPY 10/12/2022 Call $358.00","STC","3","$2.13","$638.97"
"10/12/2022","10/12/2022","10/13/2022","SPY","SPY 10/12/2022 Call $358.00","STC","2","$2.13","$425.98"
"10/12/2022","10/12/2022","10/13/2022","SPY","SPY 10/12/2022 Call $358.00","BTO","5","$1.85","($925.00)"
"10/12/2022","10/12/2022","10/12/2022","","ACH Deposit","ACH","","","$1,000.00"
"10/11/2022","10/11/2022","10/12/2022","TQQQ","TQQQ 10/14/2022 Call $19.00","BTO","2","$1.10","($220.00)"
"10/11/2022","10/11/2022","10/12/2022","TQQQ","TQQQ 10/14/2022 Call $19.00","BTO","1","$1.10","($110.00)"
"10/11/2022","10/11/2022","10/12/2022","TQQQ","TQQQ 10/14/2022 Call $19.00","BTO","1","$1.10","($110.00)"
"10/6/2022","10/6/2022","10/7/2022","SQQQ","SQQQ 10/7/2022 Call $53.00","STC","1","$1.40","$139.98"
"10/6/2022","10/6/2022","10/7/2022","SQQQ","SQQQ 10/7/2022 Call $53.00","STC","3","$1.40","$419.98"
"10/6/2022","10/6/2022","10/7/2022","SQQQ","SQQQ 10/7/2022 Call $53.00","BTO","4","$1.52","($608.00)"
"10/6/2022","10/6/2022","10/7/2022","MU","MU 10/7/2022 Call $55.00","STC","2","$0.61","$121.98"
"10/6/2022","10/6/2022","10/7/2022","MU","MU 10/7/2022 Call $55.00","BTO","2","$0.76","($152.00)"
"10/5/2022","10/5/2022","10/6/2022","TQQQ","TQQQ 10/7/2022 Call $22.50","STC","3","$0.87","$260.98"
"10/5/2022","10/5/2022","10/6/2022","TQQQ","TQQQ 10/7/2022 Call $22.50","BTO","1","$0.69","($69.00)"
"10/5/2022","10/5/2022","10/6/2022","TQQQ","TQQQ 10/7/2022 Call $22.50","BTO","1","$0.69","($69.00)"
"10/5/2022","10/5/2022","10/6/2022","TQQQ","TQQQ 10/7/2022 Call $22.50","BTO","1","$0.69","($69.00)"
"10/5/2022","10/5/2022","10/5/2022","AAPL","Apple
CUSIP: 037833100","REC","0.0349","",""
"10/5/2022","10/5/2022","10/5/2022","","ACH Deposit","ACH","","","$600.00"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
